MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
KAWASAKI;NINJA 650;650;NINJA 650;NO;NINJA 650 ;2022;5300;5430.00;6490.00;1060.00;3167LXN;afe307d5-326c-4209-8fb3-35e9e65de720;15/03/2023
KAWASAKI;NINJA 650;650;NINJA 650 2021;NO;NINJA 650 ;2021;7458;5500.00;6490.00;990.00;5588LPB;afe307d5-326c-4209-8fb3-35e9e65de720;18/09/2023
KAWASAKI;VERSYS 650;650;VERSYS 650;NO;VERSYS 650 ;2021;14477;5200.00;6490.00;1290.00;3637LNP;842b19bd-0ded-4dc1-8ba5-7216e9ddefc7;21/03/2024
KAWASAKI;VULCAN 1500;1500;VULCAN 1500 CLASSIC;NO;VULCAN 1500 ;2005;15780;4750.00;6490.00;1740.00;8396CWB;ZZZZZZZ;16/10/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2020;21100;5500.00;6490.00;990.00;5803LKM;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;27/01/2023
KAWASAKI;VULCAN S;650;Vulcan S;NO;VULCAN S ;2018;4300;5500.00;6490.00;990.00;9128KSG;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;22/03/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2019;20000;5600.00;6490.00;890.00;0935KWF;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;23/05/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2020;8256;6000.00;6490.00;490.00;0858LHV;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;18/07/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2020;18000;5500.00;6490.00;990.00;9865LGP;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;18/07/2023
KAWASAKI;VULCAN S;650;VULCAN S ABS;ABS;VULCAN S ABS;2020;13400;5500.00;6490.00;990.00;3350LHD;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;04/09/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2021;19733;5075.00;6490.00;1415.00;5893LDZ;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;07/09/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2022;7357;6200.00;6490.00;290.00;9414LYZ;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;08/03/2024
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2021;4400;5300.00;6490.00;1190.00;7419LPY;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;21/05/2024
KAWASAKI;Z 650;650;Z 650;NO;Z 650 ;2021;8705;5500.00;6490.00;990.00;2868LNF;bca59444-3eb0-4098-aa40-a77bbe6a0925;12/04/2023
KAWASAKI;Z 650;650;Z 650 ;NO;Z 650 ;2021;1477;5500.00;6490.00;990.00;4297LRJ;bca59444-3eb0-4098-aa40-a77bbe6a0925;27/04/2023
KAWASAKI;Z 650;650;Z 650;NO;Z 650 ;2022;645;5500.00;6490.00;990.00;5729MBF;bca59444-3eb0-4098-aa40-a77bbe6a0925;26/10/2023
KAWASAKI;Z 800;800;Z 800 e;NO;Z 800 ;2015;12830;5000.00;6490.00;1490.00;3182JGR;5266bcd4-2ef0-4a0a-bb56-021e82002eea;26/09/2023
KAWASAKI;Z 900;900;Z 900 ;NO;Z 900 ;2019;21500;5100.00;6490.00;1390.00;8671KTL;9f1adb0a-c852-475d-a22a-08080cd0a922;16/05/2022
KAWASAKI;Z 900;900;Z 900 FULL;NO;Z 900 ;2017;21000;5500.00;6490.00;990.00;1384JXK;9f1adb0a-c852-475d-a22a-08080cd0a922;23/02/2023
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2018;34560;5550.00;6490.00;940.00;0614KSJ;9f1adb0a-c852-475d-a22a-08080cd0a922;23/03/2023
KAWASAKI;Z 900;900;Z 900 ABS;ABS;Z 900 ABS;2019;31314;5500.00;6490.00;990.00;5073LBF;9f1adb0a-c852-475d-a22a-08080cd0a922;29/06/2023
KAWASAKI;Z 900;900;Z 900 ABS;ABS;Z 900 ABS;2019;13960;5245.00;6490.00;1245.00;2160KMW;9f1adb0a-c852-475d-a22a-08080cd0a922;08/08/2023
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2017;8621;5300.00;6490.00;1190.00;7923KCN;9f1adb0a-c852-475d-a22a-08080cd0a922;02/05/2024
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2018;11700;5300.00;6490.00;1190.00;8635KKK;9f1adb0a-c852-475d-a22a-08080cd0a922;26/06/2024
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2019;1874;4000.00;6490.00;2490.00;4816KYY;9f1adb0a-c852-475d-a22a-08080cd0a922;29/07/2024
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2018;13690;5500.00;6490.00;990.00;8783KPJ;9f1adb0a-c852-475d-a22a-08080cd0a922;31/07/2024
KAWASAKI;Z 900;948;Z 900;;;2018;20442;5500.00;6490.00;990.00;4515KLP;9f1adb0a-c852-475d-a22a-08080cd0a922;19/09/2024
KEEWAY;RKF 125;125;RKF 125 ;NO;RKF 125 ;2022;4000;5600.00;6490.00;890.00;2017MBV;dc6aecdc-8108-4a9d-8b56-ab529ad41856;28/12/2023
KTM;ADVENTURE 1190;1195;1190 ADVENTURE;NO;ADVENTURE 1190 ;2014;59789;6500.00;6490.00;-10.00;6163HXK;e2ad49ef-8431-4aa0-a36c-00a3c21c6239;21/05/2024
KTM;ADVENTURE 1190;1195;1190 ADVENTURE;NO;ADVENTURE 1190 ;2014;59789;6500.00;6490.00;-10.00;6163HXK;e2ad49ef-8431-4aa0-a36c-00a3c21c6239;20/06/2024
KTM;DUKE 790;790;790DUKE;NO;DUKE 790 ;2019;15831;5000.00;6490.00;1490.00;0719KWG;e25668d7-f310-477f-84e4-13dc3190b58b;26/01/2023
KTM;DUKE 790;790;DUKE 790;NO;DUKE 790 ;2019;12000;5400.00;6490.00;1090.00;6489LBF;e25668d7-f310-477f-84e4-13dc3190b58b;13/03/2023
KTM;DUKE 790;790;DUKE 790;NO;DUKE 790 ;2019;7600;5400.00;6490.00;1090.00;8454KWD;e25668d7-f310-477f-84e4-13dc3190b58b;09/05/2023
KTM;DUKE 790;790;790 DUKE ABS 105;ABS;DUKE 790 ABS;2018;19550;5200.00;6490.00;1290.00;5295KMX;e25668d7-f310-477f-84e4-13dc3190b58b;27/10/2023
MACBOR;MONTANA XR5 ;471;MONTANA XR5;NO;MONTANA XR5  ;2021;8478;5300.00;6490.00;1190.00;9604LMK;5ca757f2-2d0b-4358-80b3-17a10a0876ed;18/04/2023
MACBOR;MONTANA XR5 ;471;Montana XR5 ;NO;MONTANA XR5  ;2021;7400;5300.00;6490.00;1190.00;8549LMJ;5ca757f2-2d0b-4358-80b3-17a10a0876ed;30/06/2023
MOTO GUZZI;V7;853;V7;NO;V7 ;2021;9700;5500.00;6490.00;990.00;9828LTT;5b761f1f-b2f7-48e2-970c-7551c52cc9d6;22/07/2024
MOTO GUZZI;V7 III;744;V7 III STONE;NO;V7 III ;2017;3200;5000.00;6490.00;1490.00;6220KGF;d9764a33-29a2-489b-bbea-d15acf325798;06/09/2023
MOTO GUZZI;V9;890;V9;NO;V9 ;2018;7700;5950.00;6490.00;540.00;8098KSJ;2d953bf9-43db-428c-a1a2-3842a4281768;10/04/2024
MOTO GUZZI;V9;853;V9;;;2018;18998;5000.00;6490.00;1490.00;5755KMX;2d953bf9-43db-428c-a1a2-3842a4281768;02/10/2024
MV AGUSTA;BRUTALE 1090;1090;BRUTALE 1090;NO;BRUTALE 1090 ;2013;14200;7500.00;6490.00;-1010.00;5750HPW;3920ab1b-a115-471e-bd1b-f07f89461b6b;21/03/2024
PEUGEOT;XP 400;399;XP 400;NO;XP 400 ;2023;7974;5400.00;6490.00;1090.00;5557MHK;ZZZZZZZ;15/04/2024
SUZUKI;B-KING 1300;1340;B-KING 1300;NO;B-KING 1300 ;2007;27609;5000.00;6490.00;1490.00;0018FWY;ZZZZZZZ;11/04/2024
SUZUKI;B-KING 1300;1340;B-KING 1300;NO;B-KING 1300 ;2007;27609;5000.00;6490.00;1490.00;0018FWY;ZZZZZZZ;15/04/2024
SUZUKI;GSX-R 1000;999;GSX-R 1000;;;2008;40939;5000.00;6490.00;1490.00;3389GFL;67aa0573-fd94-4749-8baa-48a7f208e4ea;07/10/2024
SUZUKI;GSX-R 750;750;GSX R 750;NO;GSX-R 750 ;2008;30200;3500.00;6490.00;2990.00;9213GCR;7ba0af72-4c77-4173-9eb2-05d1ea8bd02f;16/03/2023
SUZUKI;GSX-R 750;750;GSXR 750;NO;GSX-R 750 ;2007;27400;4000.00;6490.00;2490.00;4116FVM;7ba0af72-4c77-4173-9eb2-05d1ea8bd02f;21/04/2023
SUZUKI;GSX-S 750;750;GSX-S 750 ABS;ABS;GSX-S 750 ABS;2017;36000;5000.00;6490.00;1490.00;3342JZB;4976cd51-d644-4915-99f5-32fcee283f3a;30/10/2023
SUZUKI;GSX-S 750;750;GSX-S 750;NO;GSX-S 750 ;2018;31071;5250.00;6490.00;1240.00;4136KKN;4976cd51-d644-4915-99f5-32fcee283f3a;20/06/2024
SUZUKI;GSX-S 750;750;GSX-S 750;NO;GSX-S 750 ;2019;33926;5300.00;6490.00;1190.00;3737LCB;4976cd51-d644-4915-99f5-32fcee283f3a;08/07/2024
SUZUKI;V-STROM 650;650;VSTROM 650;NO;V-STROM 650 ;2019;33501;5800.00;6490.00;690.00;6773KVK;77e17963-e98f-4c23-9d6f-32e2708c1ba9;03/04/2023
SUZUKI;V-STROM 650;650;V-STROM 650;NO;V-STROM 650 ;2019;30000;5550.00;6490.00;940.00;0484KVG;77e17963-e98f-4c23-9d6f-32e2708c1ba9;24/04/2023
SUZUKI;V-STROM 650;650;V-STROM 650;NO;V-STROM 650 ;2019;24000;5400.00;6490.00;1090.00;2139KTR;77e17963-e98f-4c23-9d6f-32e2708c1ba9;15/01/2024
SYM;MAXSYM 500;500;MAXSYM 500;NO;MAXSYM 500 ;2021;6000;5500.00;6490.00;990.00;5689LRN;602c708e-0c57-45ce-bc2b-4f8dc580d37f;24/04/2023
SYM;MAXSYM 600;50;MAXSYM 600;NO;MAXSYM 600 ;2021;3800;5000.00;6490.00;1490.00;5471LSN;adf0839a-7a0e-42d9-981a-28675882ce0f;23/03/2023
SYM;MAXSYM TL 500;50;Maxsym Tl 500;NO;MAXSYM TL 500 ;2020;4800;5400.00;6490.00;1090.00;8978LGJ;602c708e-0c57-45ce-bc2b-4f8dc580d37f;28/03/2023
TRIUMPH;BONNEVILLE 900;900;BONNEVILLE 900;NO;BONNEVILLE 900 ;2018;16000;6800.00;6490.00;-310.00;6421KKV;3b654435-2c54-4765-b80b-c7380189e223;19/10/2023
TRIUMPH;BONNEVILLE T100;900;BONNEVILLE T100 MERIDIEN;NO;BONNEVILLE T100 ;2014;16250;5000.00;6490.00;1490.00;7542HXX;39a9ba4f-b377-453a-aaa4-b9a38acd167e;10/05/2023
TRIUMPH;STREET CUP;900;street cup ;NO;STREET CUP ;2017;26800;6100.00;6490.00;390.00;8537JWR;78db4d0b-bdfd-4d5d-ba9f-7db3ccb3fc57;19/05/2023
TRIUMPH;STREET TRIPLE 660 S;660;STREET TRIPLE 660 S;NO;STREET TRIPLE 660 S ;2020;25500;5600.00;6490.00;890.00;7386LGY;c2a9ffc0-f28a-4dbf-bfa7-826a00c07b11;19/12/2023
TRIUMPH;STREET TRIPLE 660 S;660;STREET TRIPLE 660 S;NO;STREET TRIPLE 660 S ;2020;23000;5060.00;6490.00;1430.00;7386LGY;c2a9ffc0-f28a-4dbf-bfa7-826a00c07b11;28/12/2023
TRIUMPH;TIGER 1050;1050;TIGER 1050;NO;TIGER 1050 ;2012;46888;6000.00;6490.00;490.00;5138HLX;135f7ee4-6852-40ec-aea0-67853f1ed28b;14/07/2023
TRIUMPH;TIGER 800;800;TIGER 800;NO;TIGER 800 ;2015;47000;6800.00;6490.00;-310.00;6018JDV;7cbf1061-7521-4d64-8524-61d6a010a10f;27/06/2024
TRIUMPH;TRIDENT 660;660;TRIDENT 660 ;NO;TRIDENT 660 ;2022;6996;5250.00;6490.00;1240.00;7632LXK;fe5ec1f6-d794-4732-ad6f-9f3c644c1278;18/12/2023
YAMAHA;MT 07;690;MT 07 ;NO;MT 07  ;2021;2740;5400.00;6490.00;1090.00;7124LPH;852f745f-b0d6-480d-9013-0ed0ac831d0a;13/12/2023
YAMAHA;MT 07;690;MT 07 ;NO;MT 07  ;2021;2740;5400.00;6490.00;1090.00;7124LPH;852f745f-b0d6-480d-9013-0ed0ac831d0a;13/12/2023
YAMAHA;MT 07;690;MT 07 ;NO;MT 07  ;2019;5499;5060.00;6490.00;1430.00;5810LCY;852f745f-b0d6-480d-9013-0ed0ac831d0a;20/12/2023
YAMAHA;MT 07;690;MT 07 ;NO;MT 07  ;2019;5499;5060.00;6490.00;1430.00;5810LCY;852f745f-b0d6-480d-9013-0ed0ac831d0a;20/12/2023
YAMAHA;MT 07;690;MT 07;NO;MT 07 ;2023;6200;5400.00;6490.00;1090.00;3376MJH;852f745f-b0d6-480d-9013-0ed0ac831d0a;24/07/2024
YAMAHA;MT 07;689;MT 07;;;2023;1600;5200.00;6490.00;1290.00;7759MKS;852f745f-b0d6-480d-9013-0ed0ac831d0a;07/08/2024
YAMAHA;MT 07;689;MT 07;;;2023;748;5500.00;6490.00;990.00;1706MKC;852f745f-b0d6-480d-9013-0ed0ac831d0a;08/08/2024
YAMAHA;MT 07;689;MT 07;;;2023;8391;5500.00;6490.00;990.00;7070MLL;852f745f-b0d6-480d-9013-0ed0ac831d0a;19/09/2024
YAMAHA;SCR 950;942;SCR 950;NO;SCR 950 ;2019;13000;5500.00;6490.00;990.00;9259KSV;ZZZZZZZ;26/04/2024
YAMAHA;T-MAX 530 ;530;T-MAX 530 ;NO;T-MAX 530  ;2014;49000;5300.00;6490.00;1190.00;3736HWS;8b148fd7-a7a3-4320-b486-f45bbf7e916c;20/10/2023
YAMAHA;TRACER 900;900;TRACER 900;NO;TRACER 900 ;2015;57000;5700.00;6490.00;790.00;8162JKP;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;16/04/2024
YAMAHA;TRICITY 300;300;TRICITY 300;NO;TRICITY 300 ;2022;9950;6750.00;6490.00;-260.00;1979LVZ;a7a5727c-476a-488a-b024-ab9d46fdebc0;22/05/2024
YAMAHA;TRICITY 300;300;TRICITY 300;NO;TRICITY 300 ;2021;15939;5500.00;6490.00;990.00;4666LRP;a7a5727c-476a-488a-b024-ab9d46fdebc0;03/07/2024
YAMAHA;XSR 700;700;XSR 700;NO;XSR 700 ;2019;10598;5300.00;6490.00;1190.00;5343KYB;6852b76d-a4a9-406a-9088-5c7083c15c12;17/02/2023
YAMAHA;XSR 700;700;XSR 7 700;NO;XSR 700 ;2016;23000;5300.00;6490.00;1190.00;0759JVH;6852b76d-a4a9-406a-9088-5c7083c15c12;09/03/2023
YAMAHA;XSR 700;700;XSR 700 ABS;ABS;XSR 700 ABS;2019;16600;5500.00;6490.00;990.00;6270KXL;6852b76d-a4a9-406a-9088-5c7083c15c12;24/03/2023
YAMAHA;XSR 700;700;XSR 700;NO;XSR 700 ;2018;5900;5500.00;6490.00;990.00;7382KHS;6852b76d-a4a9-406a-9088-5c7083c15c12;04/01/2024
YAMAHA;XSR 900;900;XSR900;NO;XSR 900 ;2016;7000;6800.00;6490.00;-310.00;7145JMR;4b60f603-9fd6-438b-a9e0-10818e263244;28/09/2023
YAMAHA;YZF R1;998;YZF R1;NO;YZF R1 ;2014;24000;5400.00;6490.00;1090.00;1877HKH;ac58e83d-a3c2-4297-a3c3-334020261ff7;05/07/2023
YAMAHA;YZF R6;599;YZF R6;NO;YZF R6 ;2008;17390;4800.00;6490.00;1690.00;6401FZL;ff99a859-9d3a-4923-83bf-7f972ca05497;29/04/2024
YAMAHA;YZF R6;599;YZF R6;NO;YZF R6 ;2008;17390;4800.00;6490.00;1690.00;6401FZL;ff99a859-9d3a-4923-83bf-7f972ca05497;13/06/2024
HONDA;NC 750 X;750;NC 750 X ABS;ABS;NC 750 X ABS;2020;48623;5500.00;6491.00;991.00;6788LDZ;7d79323a-8066-47e5-8205-5e206a448a18;24/03/2023
BMW;F 800 GS;798;F 800 GS;;;2026;28638;5300.00;6499.00;1199.00;9049GVX;e4a3fae7-75ec-4773-a755-60cfdf669918;14/10/2024
HONDA;NC 750 X;745;NC 750 X;;;2021;17171;5200.00;6499.00;1299.00;2557LTW;7d79323a-8066-47e5-8205-5e206a448a18;07/11/2024
KAWASAKI;Z 650;649;Z 650;;;2023;2000;5200.00;6499.00;1299.00;0283MGF;bca59444-3eb0-4098-aa40-a77bbe6a0925;21/11/2024
SUZUKI;V-STROM 650;645;V-STROM 650;;;2020;17355;5030.00;6499.00;1469.00;2966LHX;77e17963-e98f-4c23-9d6f-32e2708c1ba9;09/10/2024
YAMAHA;MT 07;689;MT 07;;;2023;9888;4800.00;6499.00;1699.00;7070MLL;852f745f-b0d6-480d-9013-0ed0ac831d0a;20/11/2024
DAELIM;ROADWIN 125;124;ROADWIN 125;;;2011;13000;430.00;650.00;220.00;8180HCH;ZZZZZZZ;21/11/2024
HONDA;SH 125;125;SH 125;NO;SH 125 ;2007;60000;300.00;650.00;350.00;7636FDF;90f8c459-7c15-4db3-88d0-ef28fb2350ff;23/05/2023
HONDA;VISION 110;108;VISION 110;;;2016;16700;630.00;650.00;20.00;1578JRP;c9cedaa8-e260-46e2-9c63-f3f8435d70e1;29/10/2024
HYOSUNG;AQUILA GV-125;125;GV 125 AQUILA;NO;AQUILA GV-125 ;2007;30000;100.00;650.00;550.00;3310HDN;2c4435be-60dc-4011-907c-8aaf0456ee25;15/05/2023
KTM;DUKE 125;125;125 DUKE ABS;ABS;DUKE 125 ABS;2014;26000;1300.00;650.00;-650.00;0549HYD;dadee17a-0990-42c2-a959-48dc7b820ff0;13/12/2023
KTM;DUKE 125;125;125 DUKE ABS;ABS;DUKE 125 ABS;2014;26000;1300.00;650.00;-650.00;0549HYD;dadee17a-0990-42c2-a959-48dc7b820ff0;13/12/2023
SUZUKI;BANDIT 650;650;BANDIT 650;NO;BANDIT 650 ;2005;82500;245.00;650.00;405.00;7748DMG;ZZZZZZZ;18/04/2023
SUZUKI;GSR 600;600;GSR 600;NO;GSR 600 ;2006;55840;-;650.00;650.00;9137DXN;94c83cfa-4fb6-4d76-aebe-39971a57b580;04/04/2024
SUZUKI;MARAUDER 250;249;MARAUDER 250;;;2006;5806;500.00;650.00;150.00;8332FBK;ZZZZZZZ;09/09/2024
BMW;K 1300 S;1300;K 1300 S;NO;K 1300 S ;2009;76400;6000.00;6500.00;500.00;8205GXH;7a575ecd-2da1-4e9b-a69e-b40a87f99357;27/07/2022
HONDA;CBR 1000 RR;1000;CBR 1000 RR FIREBLADE;NO;CBR 1000 RR ;2008;45920;5800.00;6500.00;700.00;2274GHY;647c57dc-0beb-4ca9-8264-6ffcb2b0d277;15/02/2023
HONDA;NC 750 X;750;NC 750X;NO;NC 750 X ;2019;20800;5500.00;6500.00;1000.00;6853KYB;7d79323a-8066-47e5-8205-5e206a448a18;12/01/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2022;1223;5700.00;6500.00;800.00;3517LXJ;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;06/03/2023
KAWASAKI;VULCAN S;650;VULCAN S ABS;ABS;VULCAN S ABS;2019;8200;5700.00;6500.00;800.00;3439LCH;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;12/06/2023
KAWASAKI;Z 900;900;Z 900 ;NO;Z 900 ;2019;21500;5500.00;6500.00;1000.00;8671KTL;9f1adb0a-c852-475d-a22a-08080cd0a922;16/05/2022
SUZUKI;GSX-R 1000;1000;GSX-R 1000;NO;GSX-R 1000 ;2009;29000;7500.00;6500.00;-1000.00;9649GMK;67aa0573-fd94-4749-8baa-48a7f208e4ea;03/10/2023
SUZUKI;GSX-R 1000;1000;GSX-R 1000;NO;GSX-R 1000 ;2009;29000;7500.00;6500.00;-1000.00;9649GMK;67aa0573-fd94-4749-8baa-48a7f208e4ea;03/10/2023
SUZUKI;INTRUDER M 1800;1800;INTRUDER M 1800 R;NO;INTRUDER M 1800 ;2008;28000;5500.00;6500.00;1000.00;3421GHX;ZZZZZZZ;30/05/2023
SUZUKI;V-STROM 650;650;V-STROM 650 ABS;ABS;V-STROM 650 ABS;2018;29000;5800.00;6500.00;700.00;7269KKD;77e17963-e98f-4c23-9d6f-32e2708c1ba9;25/07/2023
YAMAHA;MT 07;690;MT 07;NO;MT 07  ;2022;4400;5700.00;6500.00;800.00;8591LWH;852f745f-b0d6-480d-9013-0ed0ac831d0a;31/03/2023
YAMAHA;MT 07;690;MT 07;NO;MT 07  ;2021;11100;5700.00;6500.00;800.00;1206LRJ;852f745f-b0d6-480d-9013-0ed0ac831d0a;03/04/2023
HONDA;CB 650 F;650;CB650F CB650F;NO;CB 650 F ;2019;21500;5100.00;6506.00;1406.00;8578KYW;a1d2491a-65d4-48e5-b769-475333f5405c;11/04/2023
KAWASAKI;NINJA 650;650;NINJA 650;NO;NINJA 650 ;2021;5000;5500.00;6510.00;1010.00;5638LTH;afe307d5-326c-4209-8fb3-35e9e65de720;04/09/2023
YAMAHA;XSR 900;900;XSR 900;NO;XSR 900 ;2016;22500;6800.00;6511.00;-289.00;1656JMP;4b60f603-9fd6-438b-a9e0-10818e263244;11/04/2023
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2018;8575;4850.00;6515.00;1665.00;7043KPY;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;09/12/2022
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2018;25355;5200.00;6520.00;1320.00;2703KLD;9f1adb0a-c852-475d-a22a-08080cd0a922;23/05/2024
SUZUKI;GSX-S 750;750;GSX-S 750 ABS;ABS;GSX-S 750 ABS;2021;30;5750.00;6525.00;775.00;7240LPS;4976cd51-d644-4915-99f5-32fcee283f3a;10/05/2023
BMW;F 700 GS;750;F 700 GS;NO;F 700 GS ;2016;20000;6200.00;6540.00;340.00;9651JST;664a94fb-d524-43ed-8bf6-20e5e9be32d6;08/04/2024
HONDA;NC 750 X;750;NC 750 X;NO;NC 750 X ;2020;15765;5000.00;6540.00;1540.00;5552LKP;7d79323a-8066-47e5-8205-5e206a448a18;05/03/2024
HONDA;NC 750 X;750;NC 750 X;NO;NC 750 X ;2022;20323;5600.00;6540.00;940.00;2077LVY;7d79323a-8066-47e5-8205-5e206a448a18;22/05/2024
KAWASAKI;GTR 1400;1352;GTR 1400;NO;GTR 1400 ;2009;54000;4075.00;6540.00;2465.00;0075GSF;ZZZZZZZ;08/05/2024
KAWASAKI;VULCAN S;650;VULCAN S;NO;VULCAN S ;2022;4720;5500.00;6540.00;1040.00;0734LWT;ff43b9c4-30f4-4fe5-bd6d-a22306d08737;22/05/2024
KAWASAKI;Z 1000;1000;Z 1000;NO;Z 1000 ;2011;48411;4000.00;6540.00;2540.00;7936HFT;a157226b-13c4-4350-b11b-7bcc0be51761;23/05/2024
KAWASAKI;Z 900;900;Z 900 2020;NO;Z 900 ;2020;38500;6200.00;6540.00;340.00;7663LHK;9f1adb0a-c852-475d-a22a-08080cd0a922;11/12/2023
KAWASAKI;Z 900;900;Z 900 E  ABS;ABS;Z 900 ABS;2018;22000;5200.00;6540.00;1340.00;3717KKY;9f1adb0a-c852-475d-a22a-08080cd0a922;11/12/2023
KAWASAKI;Z 900;900;Z 900 E A2 ABS;ABS;Z 900 ABS;2018;22000;5200.00;6540.00;1340.00;3717KKY;9f1adb0a-c852-475d-a22a-08080cd0a922;11/12/2023
KAWASAKI;Z 900;900;Z 900 E  ABS;ABS;Z 900 ABS;2019;27500;5245.00;6540.00;1295.00;3349KWL;9f1adb0a-c852-475d-a22a-08080cd0a922;12/12/2023
KAWASAKI;Z 900;900;Z 900 E A2 ABS;ABS;Z 900 ABS;2019;27500;5245.00;6540.00;1295.00;3349KWL;9f1adb0a-c852-475d-a22a-08080cd0a922;12/12/2023
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2018;4600;6000.00;6540.00;540.00;0402KPW;9f1adb0a-c852-475d-a22a-08080cd0a922;15/01/2024
KAWASAKI;Z 900;948;Z 900;;;2019;18400;5430.00;6540.00;1110.00;1094KTS;9f1adb0a-c852-475d-a22a-08080cd0a922;04/09/2024
YAMAHA;TRICITY 300;300;TRICITY 300;NO;TRICITY 300 ;2021;8388;5800.00;6540.00;740.00;5933LRR;a7a5727c-476a-488a-b024-ab9d46fdebc0;10/07/2024
BMW;F 700 GS;750;F 700 GS 2012;NO;F 700 GS ;2016;38000;5600.00;6550.00;950.00;2642JML;664a94fb-d524-43ed-8bf6-20e5e9be32d6;17/05/2023
DUCATI;MONSTER 797;796;MONSTER 797 2017;NO;MONSTER 797 ;2018;5900;5300.00;6550.00;1250.00;2186KPS;7943fde1-de32-476f-9467-8dd8177d0e86;16/05/2023
HONDA;NC 750 X;750;NC 750 X ABS;ABS;NC 750 X ABS;2020;3100;5745.00;6550.00;805.00;7278LKD;7d79323a-8066-47e5-8205-5e206a448a18;06/06/2023
HONDA;X-ADV 750;745;X-ADV;;;2017;45092;5700.00;6550.00;850.00;4737KFZ;8452937f-3bc2-43fd-9fa5-226bde0c1166;30/10/2024
SUZUKI;GSX-S 750;750;GSX-S 750 ;NO;GSX-S 750 ;2020;7200;5700.00;6550.00;850.00;0067LLP;4976cd51-d644-4915-99f5-32fcee283f3a;24/01/2023
SUZUKI;V-STROM 650;650;[*AJ*] V-STROM 650 ABS;ABS;V-STROM 650 ABS;2021;12160;7350.00;6550.00;-800.00;5895LMP;77e17963-e98f-4c23-9d6f-32e2708c1ba9;18/01/2023
YAMAHA;TRACER 900;847;TRACER 900;;;2020;46327;5800.00;6550.00;750.00;4528LFH;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;23/08/2024
TRIUMPH;STREET TRIPLE 675;675;STREET TRIPLE 675 ABS;ABS;STREET TRIPLE 675 ABS;2016;22400;3650.00;6570.00;2920.00;1411JLV;d547b5a3-0122-46c2-9a4c-66d9e054c407;17/10/2022
DUCATI;SCRAMBLER ICON;803;SCRAMBLER ICON ABS;ABS;SCRAMBLER ICON ABS;2020;7224;5800.00;6575.00;775.00;7615LHC;fd3d632a-e825-414b-9649-1a3e252554d7;23/05/2023
HONDA;CBR 1000 RR;1000;CBR 1000 RR;NO;CBR 1000 RR ;2008;36636;6100.00;6580.00;480.00;3332GBS;647c57dc-0beb-4ca9-8264-6ffcb2b0d277;10/01/2023
KAWASAKI;Z 900;900;Z 900 ABS;ABS;Z 900 ABS;2018;15400;5400.00;6580.00;1180.00;6087KLZ;9f1adb0a-c852-475d-a22a-08080cd0a922;23/10/2023
SUZUKI;GSX-R 1000;1000;GSXR1000R;NO;GSX-R 1000 ;2009;32000;5500.00;6580.00;1080.00;8754GPZ;67aa0573-fd94-4749-8baa-48a7f208e4ea;19/04/2023
KAWASAKI;Z 900;900;Z 900;NO;Z 900 ;2017;12843;5400.00;6581.00;1181.00;8868JWS;9f1adb0a-c852-475d-a22a-08080cd0a922;12/04/2023
BMW;F 800 R;800;F800R;NO;F 800 R ;2017;18162;5200.00;6590.00;1390.00;1279JZC;03151486-8689-4ffd-966d-d1081971a24c;17/02/2023
BMW;F 800 R;800;F 800 R ABS;ABS;F 800 R ABS;2019;23000;5400.00;6590.00;1190.00;6466KHD;03151486-8689-4ffd-966d-d1081971a24c;04/08/2023
